distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
-0.5755524618143051,1.0852664280575977,0.7639047603718059,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
-0.4620158479923596,-0.0922491332068205,-0.2114331099404402,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.6763536517897001,-0.2304944458361261,1.1647701293990602,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.5814389668962124,-0.7069133408107731,-0.2950688025830797,0.3902290948263308,1.3612028196089807,2.9909227814369834,0.7325780313638806,0
-0.6756731562544219,3.5689419888286733,1.5956351991543192,0.3902290948263308,1.3612028196089807,2.9909227814369834,0.7325780313638806,0
-0.7515761801133573,0.8197787299359298,-0.3255014021452022,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
-0.6443768549058263,-0.6762882392477555,-0.0234721081696693,0.3902290948263308,-0.7346443789230909,2.9909227814369834,-1.3650422988227555,0
3.3928629471062166,-0.7503984941385411,-0.9618379134203584,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
-0.2000171485112019,1.490573402800578,0.0542850513366158,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
-0.9594066125872208,0.1544227302168746,-0.3273864951816514,-2.562597236490129,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
0.2880859051789715,-0.480626501131656,-1.0162237466495505,0.3902290948263308,-0.7346443789230909,2.9909227814369834,0.7325780313638806,0
-0.6876499848567367,0.6204346710049872,0.5297029267097063,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.3645469626412909,-0.6571374483182914,-0.5597077176064382,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.4050730258700148,-0.0548311804750339,0.5572547469729302,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
-0.9767160589718924,-0.7934176880120869,1.0863091782970902,-2.562597236490129,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.3482460265244745,-0.1732889179947096,-1.089467057451874,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
-0.682983462870668,-0.3361323346402441,-0.9698260471497152,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.2303272729111235,-0.6631079038507878,-0.8454412099446177,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.4250305578077402,-0.5196482087678269,2.800414737386452,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,1
-0.6768943986766469,-0.643532922733043,0.4883576740668132,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.6890155721507673,2.3887040493559093,-0.8500399316866297,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.3393943943024261,-0.5112197601393369,-0.1238717516751729,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
0.9917403819700772,-0.1244640750414496,-0.0548784406813638,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
1.5827204984456935,0.4442708468709458,0.0443675657877514,0.3902290948263308,-0.7346443789230909,2.9909227814369834,-1.3650422988227555,0
-0.4948926236818641,0.3362121994995654,0.0848343094146385,0.3902290948263308,1.3612028196089807,-0.334344974135224,-1.3650422988227555,0
-0.7689636468665615,-0.7705926057182141,0.7457961038845223,0.3902290948263308,1.3612028196089807,-0.334344974135224,-1.3650422988227555,0
-0.8124764148850531,0.2302318676409293,-0.9264567140960904,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
-0.893691549161569,-0.1563827505118178,-0.2474803623812335,-2.562597236490129,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
0.7505013466568327,0.774965665872555,-0.8780256705376122,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
-0.9251563650415172,-0.6161918424107273,-0.8482925364388966,-2.562597236490129,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
-0.814401229989201,-0.743882525842258,-0.2520661590562521,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
0.6348381616723506,-0.7572434051258934,0.8831902008041739,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
0.2963886654120417,-0.306832869858468,-0.1619650466023698,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.3963176549908942,-0.1813640323691981,-0.3980128584203437,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
-0.9147669287245546,2.576933515846816,-1.1481254890010475,-2.562597236490129,1.3612028196089807,2.9909227814369834,-1.3650422988227555,0
0.5787900192750115,-0.4324069284025817,-1.1805923990502087,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
-0.42969712757107,1.3996986237168272,0.2996154068042291,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
-0.6285644790345912,-0.6174304047688942,-0.9065003774004546,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.8636918794391382,1.090380360393788,0.0815887678387791,-2.562597236490129,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
-0.6142866783139339,-0.5583569990120618,-0.5554113234013274,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
-0.7646796109178606,-0.6758015357030521,-0.4141900684416848,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
0.9539985341827872,1.5927928326434528,-0.7291581894741292,0.3902290948263308,1.3612028196089807,-0.334344974135224,-1.3650422988227555,0
-0.7197448793427406,-0.8147882786910952,-0.6764604706061242,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
-0.1321238948418133,-0.6838678575270185,2.30833305811465,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
-0.1738108689549322,0.0484483448487502,-0.645440199097035,0.3902290948263308,1.3612028196089807,-0.334344974135224,0.7325780313638806,0
0.4349006140398113,0.1559591055063643,1.097422349500668,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.796586525662763,1.4078296205880243,-0.8372968376942292,0.3902290948263308,1.3612028196089807,-0.334344974135224,-1.3650422988227555,0
0.7842132694697582,-0.632804070697003,-0.5216806572426145,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
1.539681533586533,-0.6598435621298185,1.454399880977869,0.3902290948263308,-0.7346443789230909,-0.334344974135224,-1.3650422988227555,0
1.9456586259239448,-0.7471811050822261,-0.6964155818315034,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
-0.6968475551216237,-0.7977114661105619,2.417798245001367,0.3902290948263308,-0.7346443789230909,-0.334344974135224,0.7325780313638806,0
